uuid,vehicle_entrance_uuid,geometry
hospital_561,localroad_5092061478,Point (127.0595492 37.4571518)
hospital_586,localroad_4899542143,Point (127.0150808 37.50435)
hospital_640,localroad_2280599507,Point (127.0265779 37.4919997)
hospital_554,localroad_3800522729,Point (127.0248944 37.4914934)
hospital_1348,localroad_3744265307,Point (127.0259381 37.4646358)
hospital_1337,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_697,localroad_3744265302,Point (127.0245751 37.4640353)
hospital_1355,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_787,localroad_5092061497,Point (127.0606023 37.4546071)
hospital_856,localroad_414684380,Point (126.9904803 37.4927747)
hospital_904,localroad_3112159942,Point (127.0140436 37.497449)
hospital_1394,localroad_3634017636,Point (127.015313 37.4574685)
hospital_1401,localroad_4185626639,Point (127.0110291 37.5144106)
hospital_1110,localroad_3827170295,Point (127.0287816 37.4873767)
hospital_1120,localroad_11641428831,Point (126.995199 37.5031505)
hospital_1198,localroad_3804191182,Point (126.982414 37.4874186)
hospital_1554,localroad_1925498403,Point (127.0454708 37.4718644)
hospital_1557,localroad_4185626652,Point (127.0105994 37.510362)
hospital_148,localroad_571448492,Point (127.027701 37.4961026)
hospital_1268,localroad_1696934669,Point (126.999993 37.4778685)
hospital_1321,localroad_4185626652,Point (127.0105994 37.510362)
hospital_563,localroad_4865811281,Point (127.0348783 37.483838)
hospital_764,localroad_3030832646,Point (127.0127703 37.4927197)
hospital_886,localroad_3827257147,Point (127.0159582 37.4855435)
hospital_1065,localroad_8487538014,Point (127.0076217 37.5075597)
hospital_1657,localroad_3804191182,Point (126.982414 37.4874186)
hospital_1209,localroad_2624211585,Point (126.9893352 37.4930117)
hospital_735,localroad_571448678,Point (127.0284792 37.4944511)
hospital_751,localroad_4944067989,Point (127.0252056 37.4989723)
hospital_984,localroad_2280678683,Point (127.0267729 37.4994695)
hospital_1073,localroad_2477340275,Point (127.0224081 37.5085253)
hospital_1093,localroad_4865811281,Point (127.0348783 37.483838)
hospital_1160,localroad_1430655018,Point (127.0247036 37.502368)
hospital_1181,localroad_1430655018,Point (127.0247036 37.502368)
hospital_1193,localroad_2280678683,Point (127.0267729 37.4994695)
hospital_145,localroad_3827672469,Point (127.0228433 37.5076202)
hospital_512,localroad_3101791329,Point (127.0272447 37.4984526)
hospital_677,localroad_8489896381,Point (127.0269036 37.497806)
hospital_710,localroad_2477265747,Point (127.0237845 37.5056626)
hospital_717,localroad_2477265735,Point (127.0236103 37.504189)
hospital_833,localroad_571448492,Point (127.027701 37.4961026)
hospital_1214,localroad_571448678,Point (127.0284792 37.4944511)
hospital_176,localroad_571448678,Point (127.0284792 37.4944511)
hospital_29,localroad_3827548465,Point (127.0144842 37.4935958)
hospital_31,localroad_3112174494,Point (127.0165592 37.4949895)
hospital_45,localroad_10220955578,Point (127.0259418 37.497384)
hospital_137,localroad_1430655018,Point (127.0247036 37.502368)
hospital_1242,localroad_1430655018,Point (127.0247036 37.502368)
hospital_154,localroad_3153687261,Point (127.0137607 37.4933014)
hospital_395,localroad_8486796669,Point (127.0011483 37.504671)
hospital_1274,localroad_8487538012,Point (127.0068179 37.5073134)
hospital_399,localroad_2280599507,Point (127.0265779 37.4919997)
hospital_405,localroad_4147017218,Point (127.0078686 37.5076354)
hospital_408,localroad_2477265762,Point (127.0214082 37.5105351)
hospital_427,localroad_11738027546,Point (127.0094829 37.5074792)
hospital_429,localroad_2477265735,Point (127.0236103 37.504189)
hospital_1282,localroad_2477265735,Point (127.0236103 37.504189)
hospital_1281,localroad_4944067989,Point (127.0252056 37.4989723)
hospital_465,localroad_4944067989,Point (127.0252056 37.4989723)
hospital_481,localroad_1906756396,Point (127.0259134 37.4975028)
hospital_622,localroad_3800522729,Point (127.0248944 37.4914934)
hospital_629,localroad_3804191182,Point (126.982414 37.4874186)
hospital_634,localroad_1962358615,Point (127.0107488 37.5029889)
hospital_648,localroad_3274307602,Point (126.996645 37.4841716)
hospital_665,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_668,localroad_414684382,Point (127.0298727 37.4929947)
hospital_708,localroad_1430655018,Point (127.0247036 37.502368)
hospital_762,localroad_2429722067,Point (127.0206655 37.51216)
hospital_1364,localroad_2429722067,Point (127.0206655 37.51216)
hospital_1371,localroad_1430655018,Point (127.0247036 37.502368)
hospital_1372,localroad_8556927605,Point (127.0144437 37.4938288)
hospital_1375,localroad_4867334999,Point (127.0197037 37.5151105)
hospital_846,localroad_11641428829,Point (127.0048158 37.5060798)
hospital_868,localroad_1905595295,Point (126.9825937 37.4771304)
hospital_874,localroad_3827257147,Point (127.0159582 37.4855435)
hospital_887,localroad_11738027531,Point (127.0146414 37.5091157)
hospital_911,localroad_2244637675,Point (127.0032639 37.5083279)
hospital_1402,localroad_8489896381,Point (127.0269036 37.497806)
hospital_1396,localroad_4181527974,Point (127.0190101 37.5146394)
hospital_1069,localroad_1445606439,Point (127.0016021 37.5057151)
hospital_987,localroad_2280678683,Point (127.0267729 37.4994695)
hospital_1100,localroad_2622713691,Point (126.9983159 37.4992582)
hospital_1150,localroad_436817738,Point (127.0115903 37.5024989)
hospital_1411,localroad_3804191182,Point (126.982414 37.4874186)
hospital_1532,localroad_4944067989,Point (127.0252056 37.4989723)
hospital_1559,localroad_571448492,Point (127.027701 37.4961026)
hospital_1596,localroad_3827672469,Point (127.0228433 37.5076202)
hospital_341,localroad_2624211585,Point (126.9893352 37.4930117)
hospital_200,localroad_2281095539,Point (127.0243757 37.5044377)
hospital_149,localroad_571448680,Point (127.0292391 37.4928033)
hospital_238,localroad_3825549699,Point (127.0272275 37.4959695)
hospital_1175,localroad_1430655018,Point (127.0247036 37.502368)
hospital_866,localroad_2280678683,Point (127.0267729 37.4994695)
hospital_14,localroad_3804191182,Point (126.982414 37.4874186)
hospital_44,localroad_2477265747,Point (127.0237845 37.5056626)
hospital_1217,localroad_3827672469,Point (127.0228433 37.5076202)
hospital_1225,localroad_3800522729,Point (127.0248944 37.4914934)
hospital_79,localroad_1685716305,Point (126.982337 37.4805383)
hospital_127,localroad_2429722067,Point (127.0206655 37.51216)
hospital_193,localroad_11738027546,Point (127.0094829 37.5074792)
hospital_1251,localroad_2533109215,Point (126.9828989 37.495216)
hospital_292,localroad_571448678,Point (127.0284792 37.4944511)
hospital_381,localroad_11641439376,Point (127.0006324 37.504892)
hospital_1276,localroad_1962358621,Point (127.0104414 37.5024929)
hospital_415,localroad_11641439376,Point (127.0006324 37.504892)
hospital_428,localroad_11641428829,Point (127.0048158 37.5060798)
hospital_418,localroad_8487538014,Point (127.0076217 37.5075597)
hospital_434,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_1316,localroad_436853883,Point (126.9981951 37.4961145)
hospital_531,localroad_3804191182,Point (126.982414 37.4874186)
hospital_559,localroad_4634374794,Point (127.0107641 37.512577)
hospital_1324,localroad_436817738,Point (127.0115903 37.5024989)
hospital_1331,localroad_436817738,Point (127.0115903 37.5024989)
hospital_1333,localroad_8489896381,Point (127.0269036 37.497806)
hospital_585,localroad_3153687261,Point (127.0137607 37.4933014)
hospital_606,localroad_3827169889,Point (127.0322377 37.4860558)
hospital_618,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_624,localroad_3089166491,Point (127.0104015 37.4845264)
hospital_636,localroad_3827337506,Point (127.0082766 37.4834687)
hospital_641,localroad_3571593550,Point (127.0351274 37.4832849)
hospital_643,localroad_3744265307,Point (127.0259381 37.4646358)
hospital_649,localroad_2655442257,Point (127.0167818 37.4842169)
hospital_654,localroad_2477265761,Point (127.0231778 37.5069245)
hospital_666,localroad_2280599507,Point (127.0265779 37.4919997)
hospital_678,localroad_4184399715,Point (127.0388474 37.4845859)
hospital_1338,localroad_4184399715,Point (127.0388474 37.4845859)
hospital_691,localroad_11738027546,Point (127.0094829 37.5074792)
hospital_700,localroad_8485173586,Point (126.9822659 37.4859059)
hospital_734,localroad_4984575366,Point (126.9826306 37.4892375)
hospital_746,localroad_11641428828,Point (127.0035678 37.5056944)
hospital_760,localroad_4185835029,Point (126.9961644 37.4823227)
hospital_724,localroad_3827337506,Point (127.0082766 37.4834687)
hospital_818,localroad_4184585519,Point (127.0410683 37.4688229)
hospital_858,localroad_3112865086,Point (127.0173825 37.4952309)
hospital_873,localroad_4185835030,Point (126.9973292 37.4819279)
hospital_885,localroad_7168332244,Point (127.0194431 37.5158814)
hospital_922,localroad_1445606439,Point (127.0016021 37.5057151)
hospital_924,localroad_600377854,Point (127.018434 37.5168542)
hospital_929,localroad_1694783202,Point (127.0362983 37.483503)
hospital_1032,localroad_8486796669,Point (127.0011483 37.504671)
hospital_1036,localroad_3804191055,Point (126.9823242 37.4863686)
hospital_988,localroad_4185626639,Point (127.0110291 37.5144106)
hospital_1101,localroad_2622713694,Point (126.9983813 37.4986412)
hospital_1105,localroad_3827548470,Point (127.0164087 37.4939228)
hospital_1186,localroad_2477265747,Point (127.0237845 37.5056626)
hospital_1191,localroad_2280678683,Point (127.0267729 37.4994695)
hospital_1415,localroad_1962358626,Point (127.0108823 37.5022697)
hospital_1497,localroad_1685716271,Point (126.9822746 37.4794079)
hospital_1534,localroad_4182209840,Point (127.0234403 37.5045728)
hospital_1567,localroad_3804191219,Point (126.9869955 37.489262)
hospital_1619,localroad_1925498589,Point (127.0393318 37.4737445)
hospital_1641,localroad_4185835030,Point (126.9973292 37.4819279)
hospital_1652,localroad_436817738,Point (127.0115903 37.5024989)
hospital_24,localroad_436817738,Point (127.0115903 37.5024989)
hospital_90,localroad_798554083,Point (126.9867024 37.5012795)
hospital_66,localroad_1430655018,Point (127.0247036 37.502368)
hospital_67,localroad_3112865086,Point (127.0173825 37.4952309)
hospital_82,localroad_414684380,Point (126.9904803 37.4927747)
hospital_1239,localroad_4185835030,Point (126.9973292 37.4819279)
hospital_168,localroad_600377854,Point (127.018434 37.5168542)
hospital_216,localroad_1825741516,Point (126.9824471 37.4883434)
hospital_1252,localroad_2655472845,Point (127.0157906 37.4858131)
hospital_1272,localroad_3355067057,Point (127.0155944 37.4943252)
hospital_1275,localroad_571448680,Point (127.0292391 37.4928033)
hospital_411,localroad_436864995,Point (127.01186 37.5016)
hospital_416,localroad_1962358624,Point (127.0111519 37.5026988)
hospital_1277,localroad_11641428831,Point (126.995199 37.5031505)
hospital_437,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_467,localroad_8496526205,Point (127.0398043 37.4693231)
hospital_1309,localroad_571448492,Point (127.027701 37.4961026)
hospital_514,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_1335,localroad_4865811281,Point (127.0348783 37.483838)
hospital_601,localroad_3827672469,Point (127.0228433 37.5076202)
hospital_620,localroad_414684345,Point (127.0282365 37.4885147)
hospital_633,localroad_2509978764,Point (126.9915271 37.4910431)
hospital_635,localroad_3222437349,Point (127.007737 37.4900098)
hospital_1343,localroad_2280599507,Point (127.0265779 37.4919997)
hospital_709,localroad_3744265302,Point (127.0245751 37.4640353)
hospital_1359,localroad_3827671856,Point (127.0221136 37.5074187)
hospital_1358,localroad_1962358624,Point (127.0111519 37.5026988)
hospital_759,localroad_4185835029,Point (126.9961644 37.4823227)
hospital_814,localroad_2863416043,Point (127.0450871 37.4717244)
hospital_817,localroad_4184399723,Point (127.0370391 37.4843943)
hospital_872,localroad_3804191182,Point (126.982414 37.4874186)
hospital_876,localroad_3827257147,Point (127.0159582 37.4855435)
hospital_1387,localroad_11738027546,Point (127.0094829 37.5074792)
hospital_893,localroad_3827548050,Point (127.0134891 37.4928032)
hospital_899,localroad_571448680,Point (127.0292391 37.4928033)
hospital_918,localroad_8556927603,Point (127.0156185 37.4941925)
hospital_920,localroad_4185626652,Point (127.0105994 37.510362)
hospital_921,localroad_1445606439,Point (127.0016021 37.5057151)
hospital_934,localroad_2655472845,Point (127.0157906 37.4858131)
hospital_1098,localroad_2624566125,Point (126.9925343 37.4879978)
hospital_1444,localroad_2244637675,Point (127.0032639 37.5083279)
hospital_1522,localroad_11641439376,Point (127.0006324 37.504892)
hospital_1438,localroad_3355067063,Point (127.017902 37.4949593)
hospital_400,localroad_3492889693,Point (127.0290682 37.4946463)
hospital_377,localroad_3804191055,Point (126.9823242 37.4863686)
hospital_60,localroad_436854331,Point (127.02421 37.4969787)
hospital_64,localroad_3827548050,Point (127.0134891 37.4928032)
hospital_65,localroad_8486796669,Point (127.0011483 37.504671)
hospital_85,localroad_1430655018,Point (127.0247036 37.502368)
hospital_87,localroad_1445606439,Point (127.0016021 37.5057151)
hospital_102,localroad_436844219,Point (126.9964804 37.4832788)
hospital_141,localroad_1905595232,Point (126.9827739 37.4844754)
hospital_173,localroad_571448678,Point (127.0284792 37.4944511)
hospital_190,localroad_3101791329,Point (127.0272447 37.4984526)
hospital_1248,localroad_3804191182,Point (126.982414 37.4874186)
hospital_222,localroad_3827548035,Point (127.0135722 37.4921282)
hospital_267,localroad_2533109229,Point (126.985241 37.4974979)
hospital_258,localroad_3804191158,Point (126.9830915 37.4864202)
hospital_284,localroad_1430655018,Point (127.0247036 37.502368)
hospital_285,localroad_3827170285,Point (127.0319728 37.4871388)
hospital_289,localroad_3827548465,Point (127.0144842 37.4935958)
hospital_290,localroad_1696934743,Point (126.9957527 37.4843821)
hospital_291,localroad_8496526205,Point (127.0398043 37.4693231)
hospital_298,localroad_1430655015,Point (127.0234219 37.5027062)
hospital_430,localroad_1685716272,Point (126.9824652 37.4827532)
hospital_501,localroad_2244637675,Point (127.0032639 37.5083279)
hospital_502,localroad_3800522729,Point (127.0248944 37.4914934)
hospital_1308,localroad_2932859105,Point (127.0275072 37.4941516)
hospital_1310,localroad_4184070814,Point (127.0282642 37.4925089)
hospital_518,localroad_4182209827,Point (127.0226942 37.5046056)
hospital_525,localroad_5092061478,Point (127.0595492 37.4571518)
hospital_1322,localroad_3112174494,Point (127.0165592 37.4949895)
hospital_590,localroad_4944067989,Point (127.0252056 37.4989723)
hospital_595,localroad_8486796669,Point (127.0011483 37.504671)
hospital_1340,localroad_1965713702,Point (127.0151649 37.48682)
hospital_644,localroad_1965713727,Point (127.0139583 37.4881672)
hospital_658,localroad_414684380,Point (126.9904803 37.4927747)
hospital_696,localroad_4185683883,Point (127.0128561 37.4838664)
hospital_1366,localroad_3112174489,Point (127.0160458 37.4949271)
hospital_1374,localroad_3827548461,Point (127.015206 37.4932266)
hospital_816,localroad_4865811281,Point (127.0348783 37.483838)
hospital_1385,localroad_571448492,Point (127.027701 37.4961026)
hospital_883,localroad_4184399727,Point (127.0365154 37.484162)
